Datetime,Open,High,Low,Close,Adj Close,Volume
2024-08-01 00:00:00,2487.0,2488.10009765625,2486.800048828125,2488.0,2488.0,446
2024-08-01 00:15:00,2488.10009765625,2490.10009765625,2487.89990234375,2490.0,2490.0,693
2024-08-01 00:30:00,2490.0,2491.0,2488.89990234375,2489.39990234375,2489.39990234375,1210
2024-08-01 00:45:00,2489.39990234375,2490.10009765625,2488.0,2488.39990234375,2488.39990234375,525
2024-08-01 01:00:00,2488.39990234375,2489.39990234375,2442.5,2488.199951171875,2488.199951171875,726
2024-08-01 01:15:00,2488.199951171875,2492.300048828125,2488.10009765625,2490.5,2490.5,1095
2024-08-01 01:30:00,2490.39990234375,2491.60009765625,2488.60009765625,2490.5,2490.5,1000
2024-08-01 01:45:00,2490.5,2491.300048828125,2488.300048828125,2491.0,2491.0,779
2024-08-01 02:00:00,2490.89990234375,2492.89990234375,2445.800048828125,2490.0,2490.0,1616
2024-08-01 02:15:00,2490.10009765625,2492.60009765625,2489.60009765625,2490.699951171875,2490.699951171875,1820
2024-08-01 02:30:00,2490.60009765625,2491.5,2488.300048828125,2489.699951171875,2489.699951171875,1495
2024-08-01 02:45:00,2489.800048828125,2490.699951171875,2488.60009765625,2489.10009765625,2489.10009765625,1461
2024-08-01 03:00:00,2489.199951171875,2489.199951171875,2485.5,2486.89990234375,2486.89990234375,2288
2024-08-01 03:15:00,2486.800048828125,2489.0,2486.699951171875,2487.60009765625,2487.60009765625,1263
2024-08-01 03:30:00,2487.60009765625,2488.300048828125,2442.0,2487.10009765625,2487.10009765625,1257
2024-08-01 03:45:00,2487.0,2487.199951171875,2484.0,2484.39990234375,2484.39990234375,1845
2024-08-01 04:00:00,2484.39990234375,2486.5,2484.0,2484.60009765625,2484.60009765625,1749
2024-08-01 04:15:00,2484.39990234375,2485.300048828125,2479.39990234375,2480.699951171875,2480.699951171875,2289
2024-08-01 04:30:00,2480.60009765625,2482.0,2477.10009765625,2478.39990234375,2478.39990234375,4053
2024-08-01 04:45:00,2478.5,2479.800048828125,2477.300048828125,2478.10009765625,2478.10009765625,1906
2024-08-01 05:00:00,2478.0,2479.39990234375,2475.699951171875,2477.5,2477.5,2144
2024-08-01 05:15:00,2477.60009765625,2479.300048828125,2477.0,2477.199951171875,2477.199951171875,2133
2024-08-01 05:30:00,2477.10009765625,2478.800048828125,2430.39990234375,2477.39990234375,2477.39990234375,2445
2024-08-01 05:45:00,2477.300048828125,2477.5,2474.0,2476.800048828125,2476.800048828125,2139
2024-08-01 06:00:00,2476.89990234375,2479.10009765625,2431.60009765625,2478.300048828125,2478.300048828125,1929
2024-08-01 06:15:00,2478.199951171875,2480.800048828125,2477.800048828125,2479.699951171875,2479.699951171875,1431
2024-08-01 06:30:00,2479.800048828125,2480.0,2432.60009765625,2479.300048828125,2479.300048828125,1444
2024-08-01 06:45:00,2479.199951171875,2480.199951171875,2433.300048828125,2479.199951171875,2479.199951171875,1227
2024-08-01 07:00:00,2479.199951171875,2480.39990234375,2433.89990234375,2479.699951171875,2479.699951171875,1124
2024-08-01 07:15:00,2479.699951171875,2483.5,2479.10009765625,2482.89990234375,2482.89990234375,1543
2024-08-01 07:30:00,2482.89990234375,2482.89990234375,2480.5,2482.800048828125,2482.800048828125,1718
2024-08-01 07:45:00,2482.89990234375,2487.39990234375,2437.199951171875,2485.0,2485.0,2508
2024-08-01 08:00:00,2485.10009765625,2488.199951171875,2484.60009765625,2487.60009765625,2487.60009765625,1409
2024-08-01 08:15:00,2487.699951171875,2490.5,2487.39990234375,2488.5,2488.5,3800
2024-08-01 08:30:00,2488.39990234375,2499.39990234375,2446.199951171875,2497.39990234375,2497.39990234375,9964
2024-08-01 08:45:00,2497.199951171875,2498.199951171875,2450.800048828125,2495.300048828125,2495.300048828125,3367
2024-08-01 09:00:00,2495.0,2497.800048828125,2492.699951171875,2495.89990234375,2495.89990234375,4585
2024-08-01 09:15:00,2496.10009765625,2499.39990234375,2495.0,2497.89990234375,2497.89990234375,3296
2024-08-01 09:30:00,2497.89990234375,2501.89990234375,2453.800048828125,2496.300048828125,2496.300048828125,7516
2024-08-01 09:45:00,2496.300048828125,2498.39990234375,2452.10009765625,2497.800048828125,2497.800048828125,5540
2024-08-01 10:00:00,2498.10009765625,2506.60009765625,2452.800048828125,2494.89990234375,2494.89990234375,12934
2024-08-01 10:15:00,2494.800048828125,2495.5,2446.5,2489.0,2489.0,8889
2024-08-01 10:30:00,2489.199951171875,2497.10009765625,2449.699951171875,2495.699951171875,2495.699951171875,5388
2024-08-01 10:45:00,2495.800048828125,2495.89990234375,2443.39990234375,2492.800048828125,2492.800048828125,5613
2024-08-01 11:00:00,2492.699951171875,2496.199951171875,2446.5,2490.10009765625,2490.10009765625,5334
2024-08-01 11:15:00,2490.199951171875,2493.699951171875,2445.60009765625,2491.0,2491.0,4818
2024-08-01 11:30:00,2491.199951171875,2494.0,2445.60009765625,2489.699951171875,2489.699951171875,3180
2024-08-01 11:45:00,2489.699951171875,2491.800048828125,2442.89990234375,2489.39990234375,2489.39990234375,4870
2024-08-01 12:00:00,2489.300048828125,2491.300048828125,2444.0,2490.10009765625,2490.10009765625,2774
2024-08-01 12:15:00,2489.89990234375,2491.60009765625,2487.60009765625,2490.5,2490.5,2031
2024-08-01 12:30:00,2490.39990234375,2492.800048828125,2446.0,2490.0,2490.0,2018
2024-08-01 12:45:00,2490.0,2490.800048828125,2442.89990234375,2488.60009765625,2488.60009765625,2251
2024-08-01 13:00:00,2488.60009765625,2488.800048828125,2436.39990234375,2482.5,2482.5,6377
2024-08-01 13:15:00,2482.5,2484.5,2434.800048828125,2481.0,2481.0,4885
2024-08-01 13:30:00,2481.0,2483.10009765625,2435.39990234375,2480.0,2480.0,2263
2024-08-01 13:45:00,2479.89990234375,2483.300048828125,2479.89990234375,2483.199951171875,2483.199951171875,1238
2024-08-01 14:00:00,2483.10009765625,2484.699951171875,2436.300048828125,2482.5,2482.5,1237
2024-08-01 14:15:00,2482.60009765625,2483.699951171875,2436.5,2479.800048828125,2479.800048828125,1645
2024-08-01 14:30:00,2479.89990234375,2481.300048828125,2478.60009765625,2479.89990234375,2479.89990234375,1121
2024-08-01 14:45:00,2479.89990234375,2484.39990234375,2479.300048828125,2483.5,2483.5,2552
2024-08-01 15:00:00,2483.60009765625,2485.5,2482.199951171875,2485.300048828125,2485.300048828125,1908
2024-08-01 15:15:00,2485.300048828125,2487.39990234375,2484.199951171875,2487.39990234375,2487.39990234375,1534
2024-08-01 15:30:00,2487.39990234375,2488.39990234375,2486.5,2488.0,2488.0,1689
2024-08-01 15:45:00,2488.0,2488.10009765625,2486.199951171875,2487.39990234375,2487.39990234375,1806
2024-08-01 16:00:00,2487.300048828125,2488.0,2441.800048828125,2487.300048828125,2487.300048828125,749
2024-08-01 16:15:00,2487.199951171875,2487.60009765625,2486.199951171875,2487.10009765625,2487.10009765625,312
2024-08-01 16:30:00,2487.199951171875,2487.5,2486.300048828125,2487.300048828125,2487.300048828125,310
2024-08-01 16:45:00,2487.39990234375,2492.0,2487.39990234375,2490.89990234375,2490.89990234375,647
